0,1,2,3,4,5
0.3975209788501776,-0.02678146904867984,0.10685194727115052,-0.4508175443344623,-0.15960913315420813,-0.08925176653060395
0.14734267455388222,-0.1442980688421708,-0.0013572570305985401,-0.00609509858715585,-0.15267160468848304,0.016706343626269698
0.33380067270186453,-0.30770751861648354,0.04524599227540435,-0.07988808237272693,0.0816160328305371,0.1508411891102025
-0.35443258837564257,0.009432144823513908,0.26356874589033696,-0.17057804019037387,0.011204122968556645,-0.13496876690466317
0.2419661012356963,0.10200378303913751,-0.06253248966085477,-0.051126444411476346,0.02355546737276251,0.04186894475100011
-0.08871257864077986,0.22560251356315422,-0.026224017794039753,-0.02766427060189694,0.0008531085885345758,-0.042526957767077454
0.34242936399023743,0.06741640186960395,-0.09140083041664158,0.05331780337911201,-0.07483514768704787,-0.028434423891431537
-0.49104281507081476,0.6343904009057725,0.08871016481723243,-0.07497907347110662,-0.020700046712501956,-0.08375249835132209
-0.08288402267551673,-0.11647304877632475,-0.2621435359177917,0.061312298768966905,-0.1418604952736637,0.11090079734101643
-0.28442236199891713,-0.15471009354788798,0.013970435711184203,-0.1990017548296394,0.1356627983641344,0.01290776759603977
-0.44898035792997304,-0.12856358125386141,-9.377801817613514e-06,0.2561902730147514,0.14709996507224204,0.004261514257624664
0.14707743403306597,0.5230100515116329,0.1261151073090438,0.12052680448830327,-0.02983997189793831,0.009818700260963204
0.45485726049104214,0.0778040920867135,-0.12043277513153904,-0.2709152996999322,-0.23252001832239716,0.056337554074509764
-0.10090731343210337,0.6294972718494906,0.05949891148336015,-0.2327823831420976,-0.04326242502004338,-0.1087503574655382
-0.2959398979957929,-0.646994253698085,-0.1910096421022122,-0.14752108408335096,-0.02241059173464295,-0.17987129216481643
-0.099553068312985,-0.23771548512232463,0.03987285761750104,-0.14945324199325927,0.10588812574363957,0.028486662895960427
-0.3063148184988575,-0.19739283582900993,0.11176349246133543,0.10906705385168758,0.027466969473266455,-0.1415932757680013
-0.2817290559004862,0.4553131656845137,0.3866368712951444,0.26292255392423364,0.07636483418064949,0.061931384616193935
0.09443747499977309,0.1350514118554207,-0.10245133994181241,-0.38789561816336154,0.13417827993277942,0.046128436592500786
0.17168715832137435,0.3696351700794632,0.27088957578108114,0.09007996632111519,-0.04735944742874553,-0.010842965633259446
-0.21675730298362428,-0.5679091865874405,0.4008525152399739,0.06860696179587901,-0.01885661898910576,0.11954745584865903
0.04074217504439966,-0.09514124762185763,0.13640829237523022,-0.14573872696436455,-0.13096863851955856,-0.04120211052952295
-0.12402534092621609,-0.23706599958560182,-0.3249687513642879,0.03426772692036206,-0.10842932577059843,-0.06894554664704015
-0.2071625666921221,-0.12244268337919967,-0.2340989817197048,0.17252662876126293,-0.0039387389677576976,-0.0909792655751358
-0.14175593756923568,0.1058779224533454,-0.12310066083722937,-0.2675793372812961,-0.049448022512491724,0.00932136175106
0.36073757427678926,-0.5239640656782194,0.028591496119879094,0.2963512549440868,0.014760405007678444,0.015441872490139884
-0.27317760978241157,0.11279033892215151,0.3597387211972812,-0.18856999728298823,0.007693119016710559,-0.005643257580982262
-0.4088606648740472,-0.0026143449030550407,0.20051476518257502,0.05539496506002998,-0.17882414202781421,-0.057335683370717275
-0.47396732240441447,0.21351725506707372,0.05398792670987685,-0.11170230459781424,0.2366131736221702,0.07367735414305064
0.10339607165128123,-0.33113832680709687,0.3459348679923167,0.08395944055331239,-0.004494895859263988,-0.049107135625949136
0.4758274957688512,0.11148528025301968,0.022465742204006302,0.14225649904274182,0.014843941314156988,-0.027481867877732404
0.1462176258290938,0.31366945388146766,0.19333265298588395,0.21020571176057096,-0.053999536267791186,-0.006773108268580367
0.39353240205398343,0.09232333802085786,0.13963378123329082,0.17447051828969806,0.01906035043900733,0.0033279140386762163
0.21858659194734023,-0.19111523504562125,-0.03353387587675758,0.013501340871656624,-0.03597781817713245,-0.059829209870440186
-0.07025417613605528,0.10554966769409582,-0.143141862752505,0.20437426218513802,-9.236855222598431e-05,0.12154855986846332
-0.43802968351029004,0.49821084758119,0.2227317987135415,0.16281909780696682,0.07678108075180445,-0.009492863074956405
-0.10614092905306587,0.2912193741631792,-0.031164544398466342,-0.1763705778943281,-0.026054164541996987,0.011556520982423208
-0.032769778112984496,0.15516878877275425,0.0543798243140763,-0.09037957466002206,-0.26435764477187185,0.03247792941444397
0.03653856401988235,-0.5272057363579713,-0.19541669644512338,-0.0865630047639252,0.042212266826830595,-0.07860375384252824
0.316646103114699,-0.14018970013514656,-0.1675050114914556,-0.028957822506624053,0.1827484033587684,0.1528122854810288
0.2557211765142209,0.333988268922361,-0.10501759140706093,0.09439024691722397,0.023392283029053912,-0.01599459787032085
-0.21171927836789914,-0.11929062897488286,-0.1896470159122445,-0.12587107170709763,-0.06454683851135228,0.0658799267648304
-0.3647270937199781,0.19777603275312908,-0.17741410530598195,0.044028266827173514,0.07279743127857084,0.008755532929904743
0.04927879969550654,-0.18514469380955645,0.4085515518969827,0.033111704940902896,-0.01476098622479951,0.04571526907160577
-0.09404332706251486,0.3344086343517949,-0.004055971653939474,-0.1362978501567007,-0.034590523466431454,-0.08075561543269297
-0.03277421821430702,-0.6125599176187707,0.2803153979389373,0.06899337027186038,0.04719889689775382,-0.13479609235136752
0.1426290881835519,-0.5190487863416563,0.036132574263186265,-0.048090991604690464,0.047731172635951565,0.005322816204512496
-0.013715753790993546,-0.01637550032710993,0.25188994410090654,0.00823270186109567,0.023671331468532456,-0.06584133456389522
0.47440621359925794,0.044315147536659966,0.03361908770418222,0.11668291693361635,0.09647020367060459,-0.028137774722100193
-0.2581830154209992,0.18794128571094967,0.1870359053603671,-0.12222362643693138,0.15339566778738228,0.039700606675096256
0.31080198138935056,0.45512323266248894,0.20970965565935992,-0.29981287366479953,-0.014191681179402461,-0.06524721795274072
0.22946934567238908,0.12746374434432053,-0.2882770326612773,-0.2887925427659789,-0.0064888181880938525,-0.040860327796335645
0.32414528725510544,-0.11962430863395399,0.024110570284707995,0.2380827727607812,-0.030193575983830972,0.02459617873387632
-0.011624439472975298,-0.322004909123384,0.19762902908341448,0.13853384694396287,0.01343666261675267,0.1137965234615689
0.29592638269315247,-0.1422291559099708,-0.19946946212168376,0.014006970937920856,0.11868284952448231,0.033179099910304787
-0.23076210698448674,0.2748164159255467,-0.10490983855555501,0.4320989601729799,-0.07355797187974827,-0.007594018909594531
0.4852860887757388,-0.20200645215543003,-0.019626250361588115,-0.10621199716513886,0.03265842482756756,0.004391345744640083
-0.2075058006047331,0.506219163125938,-0.032870657467808345,-0.2465188456705899,0.2774354331194099,0.010733584239044039
-0.4325181207043789,-0.5513331552643311,0.3715473413822388,0.015782607271397738,-0.15762083836982682,-0.14442528120050482
